Gene stable ID	CDS Length	Transcript count
ENSG00000138380	570	20
ENSG00000138380	624	20
ENSG00000138380	102	20
ENSG00000240542	753	2
ENSG00000240542	330	2
ENSG00000141562	111	26
ENSG00000141562	1194	26
ENSG00000141562		26
ENSG00000141562	259	26
ENSG00000141562	1227	26
ENSG00000141562	654	26
ENSG00000141562	789	26
ENSG00000141562	300	26
ENSG00000141562	1509	26
ENSG00000141562	263	26
ENSG00000141562	432	26
ENSG00000141562	786	26
ENSG00000141562	567	26
ENSG00000141562	1371	26
ENSG00000141562	474	26
ENSG00000141562	500	26
ENSG00000267959		1
ENSG00000239821		1
ENSG00000130513	927	5
ENSG00000130513		5
ENSG00000175110	1083	25
ENSG00000175110		25
ENSG00000175110	873	25
ENSG00000175110	702	25
ENSG00000175110	1029	25
ENSG00000175110	192	25
ENSG00000175110	990	25
ENSG00000175110	1080	25
ENSG00000175110	507	25
ENSG00000175110	999	25
ENSG00000175110	600	25
ENSG00000175110	496	25
ENSG00000175110	402	25
ENSG00000264175		1
ENSG00000268199		1
ENSG00000105656	1866	6
ENSG00000105656	225	6
ENSG00000105656		6
ENSG00000105656	1467	6
ENSG00000074660	2493	8
ENSG00000074660	1029	8
ENSG00000074660		8
ENSG00000074660	1710	8
ENSG00000074660	150	8
ENSG00000279262		1
ENSG00000232479		1
ENSG00000280121		1
ENSG00000270664		1
ENSG00000232994		1
ENSG00000202059		1
ENSG00000228513		1
ENSG00000225124		1
ENSG00000204196		1
ENSG00000181666	1161	28
ENSG00000181666		28
ENSG00000181666	354	28
ENSG00000181666	68	28
ENSG00000181666	113	28
ENSG00000181666	321	28
ENSG00000181666	276	28
ENSG00000181666	1923	28
ENSG00000181666	231	28
ENSG00000181666	165	28
ENSG00000181666	382	28
ENSG00000181666	126	28
ENSG00000181666	1926	28
ENSG00000181666	1980	28
ENSG00000181666	516	28
ENSG00000181666	207	28
ENSG00000181666	1797	28
ENSG00000181666	141	28
ENSG00000181666	65	28
ENSG00000008838	3045	33
ENSG00000008838	2931	33
ENSG00000008838	2970	33
ENSG00000008838	253	33
ENSG00000008838	303	33
ENSG00000008838		33
ENSG00000008838	879	33
ENSG00000008838	3027	33
ENSG00000008838	2373	33
ENSG00000008838	1915	33
ENSG00000008838	70	33
ENSG00000008838	173	33
ENSG00000008838	905	33
ENSG00000008838	417	33
ENSG00000008838	569	33
ENSG00000008838	478	33
ENSG00000008838	489	33
ENSG00000008838	529	33
ENSG00000008838	416	33
ENSG00000008838	429	33
ENSG00000008838	163	33
ENSG00000138095	800	71
ENSG00000138095	4185	71
ENSG00000138095		71
ENSG00000138095	4110	71
ENSG00000138095	4092	71
ENSG00000138095	102	71
ENSG00000138095	845	71
ENSG00000138095	4293	71
ENSG00000138095	3834	71
ENSG00000138095	4182	71
ENSG00000138095	4101	71
ENSG00000138095	153	71
ENSG00000138095	4071	71
ENSG00000138095	2330	71
ENSG00000138095	4215	71
ENSG00000138095	3858	71
ENSG00000138095	183	71
ENSG00000138095	4188	71
ENSG00000138095	4176	71
ENSG00000138095	4140	71
ENSG00000138095	502	71
ENSG00000138095	165	71
ENSG00000138095	4203	71
ENSG00000138095	2220	71
ENSG00000138095	425	71
ENSG00000138095	324	71
ENSG00000138095	168	71
ENSG00000138095	347	71
ENSG00000138095	2742	71
ENSG00000138095	2514	71
ENSG00000138095	2526	71
ENSG00000138095	2388	71
ENSG00000138095	1268	71
ENSG00000138095	1292	71
ENSG00000138095	1596	71
ENSG00000075391	3843	5
ENSG00000075391		5
ENSG00000075391	3420	5
ENSG00000075391	2080	5
ENSG00000278234		1
ENSG00000243550		2
ENSG00000286501		1
ENSG00000144895		16
ENSG00000144895	1683	16
ENSG00000144895	180	16
ENSG00000144895	1575	16
ENSG00000144895	1758	16
ENSG00000144895	710	16
ENSG00000144895	1743	16
ENSG00000144895	228	16
ENSG00000144895	123	16
ENSG00000144895	475	16
ENSG00000144895	950	16
ENSG00000244457		1
ENSG00000116977	319	28
ENSG00000116977	503	28
ENSG00000116977	1080	28
ENSG00000116977	364	28
ENSG00000116977	625	28
ENSG00000116977	129	28
ENSG00000116977	954	28
ENSG00000116977	903	28
ENSG00000116977	527	28
ENSG00000116977		28
ENSG00000116977	162	28
ENSG00000116977	873	28
ENSG00000167766	378	19
ENSG00000167766	216	19
ENSG00000167766	1551	19
ENSG00000167766	318	19
ENSG00000167766		19
ENSG00000167766	279	19
ENSG00000167766	210	19
ENSG00000167766	162	19
ENSG00000167766	168	19
ENSG00000105642	1632	11
ENSG00000105642		11
ENSG00000105642	1641	11
ENSG00000105642	1170	11
ENSG00000105642	1305	11
ENSG00000105642	1623	11
ENSG00000105642	1287	11
ENSG00000199075		1
ENSG00000136059	2571	10
ENSG00000136059	561	10
ENSG00000136059		10
ENSG00000136059	1725	10
ENSG00000136059	305	10
ENSG00000183647	1800	5
ENSG00000183647	1701	5
ENSG00000183647	87	5
ENSG00000183647		5
ENSG00000161551	303	18
ENSG00000161551		18
ENSG00000161551	1281	18
ENSG00000161551	1458	18
ENSG00000161551	187	18
ENSG00000161551	179	18
ENSG00000161551	175	18
ENSG00000161551	133	18
ENSG00000161551	44	18
ENSG00000261167		1
ENSG00000114686	1047	10
ENSG00000114686	1090	10
ENSG00000114686		10
ENSG00000114686	1128	10
ENSG00000114686	465	10
ENSG00000114686	529	10
ENSG00000114686	85	10
ENSG00000166704	177	9
ENSG00000166704	2379	9
ENSG00000166704		9
ENSG00000166704	210	9
ENSG00000166704	267	9
ENSG00000166704	200	9
ENSG00000249020		1
ENSG00000248468		11
ENSG00000186017	234	11
ENSG00000186017	1257	11
ENSG00000186017	1260	11
ENSG00000186017	945	11
ENSG00000186017		11
ENSG00000248530		1
ENSG00000251447		1
ENSG00000265859		1
ENSG00000240854		1
ENSG00000242899		1
ENSG00000196353		14
ENSG00000196353	1728	14
ENSG00000196353	1674	14
ENSG00000196353	507	14
ENSG00000196353	248	14
ENSG00000196353	220	14
ENSG00000197647	2013	10
ENSG00000197647	2055	10
ENSG00000197647	1917	10
ENSG00000197647	126	10
ENSG00000197647	2022	10
ENSG00000197647	2019	10
ENSG00000197647	231	10
ENSG00000288707		1
ENSG00000229498		1
ENSG00000252321		1
ENSG00000115525	1257	69
ENSG00000115525		69
ENSG00000115525	150	69
ENSG00000115525	1188	69
ENSG00000115525	1173	69
ENSG00000115525	143	69
ENSG00000115525	324	69
ENSG00000115525	1137	69
ENSG00000115525	1098	69
ENSG00000115525	184	69
ENSG00000115525	1314	69
ENSG00000115525	672	69
ENSG00000115525	144	69
ENSG00000115525	236	69
ENSG00000115525	333	69
ENSG00000115525	742	69
ENSG00000115525	694	69
ENSG00000115525	339	69
ENSG00000115525	450	69
ENSG00000115525	417	69
ENSG00000115525	554	69
ENSG00000115525	1014	69
ENSG00000115525	1222	69
ENSG00000115525	345	69
ENSG00000115525	323	69
ENSG00000115525	43	69
ENSG00000115525	406	69
ENSG00000115525	120	69
ENSG00000115525	221	69
ENSG00000115525	314	69
ENSG00000115525	222	69
ENSG00000115525	312	69
ENSG00000115525	132	69
ENSG00000115525	126	69
ENSG00000115525	418	69
ENSG00000115525	57	69
ENSG00000115525	663	69
ENSG00000115525	111	69
ENSG00000108588	1452	6
ENSG00000108588	1443	6
ENSG00000108588		6
ENSG00000108588	57	6
ENSG00000131126	804	3
ENSG00000131126		3
ENSG00000131126	750	3
ENSG00000124466	1041	4
ENSG00000124466		4
ENSG00000229372		1
ENSG00000274975		1
ENSG00000229348		1
ENSG00000242485	450	6
ENSG00000242485		6
ENSG00000242485	201	6
ENSG00000242485	468	6
ENSG00000108604	1596	11
ENSG00000108604	1452	11
ENSG00000108604	1371	11
ENSG00000108604	694	11
ENSG00000108604		11
ENSG00000108604	243	11
ENSG00000108604	330	11
ENSG00000108604	209	11
ENSG00000176531		9
ENSG00000176531	1923	9
ENSG00000176531	696	9
ENSG00000176531	366	9
ENSG00000176531	840	9
ENSG00000176531	331	9
ENSG00000176531	303	9
ENSG00000264293		1
ENSG00000272455		1
ENSG00000225905		1
ENSG00000225285		4
ENSG00000179403	501	4
ENSG00000179403	195	4
ENSG00000179403	1338	4
ENSG00000179403	444	4
ENSG00000215915	1236	3
ENSG00000215915	394	3
ENSG00000215915		3
ENSG00000105755	765	6
ENSG00000105755	288	6
ENSG00000105755	783	6
ENSG00000105755	156	6
ENSG00000105755		6
ENSG00000236085		1
ENSG00000234441		1
ENSG00000227408		1
ENSG00000223635		1
ENSG00000135776	2217	3
ENSG00000135776		3
ENSG00000176472	1035	5
ENSG00000176472	738	5
ENSG00000176472		5
ENSG00000243188		1
ENSG00000184922		11
ENSG00000184922	3303	11
ENSG00000184922	2049	11
ENSG00000184922	1467	11
ENSG00000184922	384	11
ENSG00000184922	453	11
ENSG00000241634		1
ENSG00000202379		1
ENSG00000276763		1
ENSG00000145198	3729	7
ENSG00000145198		7
ENSG00000145198	3075	7
ENSG00000134815	3432	4
ENSG00000134815		4
ENSG00000134815	817	4
ENSG00000199672		1
ENSG00000201492		1
ENSG00000229367		1
ENSG00000135763	4575	2
ENSG00000135763	252	2
ENSG00000213028		1
ENSG00000225984		1
ENSG00000135801	1770	4
ENSG00000135801	978	4
ENSG00000135801		4
ENSG00000135801	255	4
ENSG00000178828	684	1
ENSG00000235434		1
ENSG00000169914	1197	3
ENSG00000169914		3
ENSG00000105419		14
ENSG00000105419	1077	14
ENSG00000105419	1215	14
ENSG00000105419	1128	14
ENSG00000105419	753	14
ENSG00000105419	1392	14
ENSG00000105419	1266	14
ENSG00000105419	378	14
ENSG00000105419	532	14
ENSG00000105419	662	14
ENSG00000114455	1245	10
ENSG00000114455	384	10
ENSG00000114455	434	10
ENSG00000114455	1194	10
ENSG00000114455	1053	10
ENSG00000114455	291	10
ENSG00000114455	985	10
ENSG00000188784	429	1
ENSG00000242688		1
ENSG00000188257	435	6
ENSG00000188257	354	6
ENSG00000188257		6
ENSG00000177186	939	1
ENSG00000177174	939	1
ENSG00000282881	534	1
ENSG00000269956		2
ENSG00000162456	375	4
ENSG00000162456		4
ENSG00000162456	306	4
ENSG00000278972		1
ENSG00000108641		23
ENSG00000108641	564	23
ENSG00000108641	468	23
ENSG00000108641	366	23
ENSG00000108641	141	23
ENSG00000108641	378	23
ENSG00000108641	561	23
ENSG00000108641	615	23
ENSG00000108641	552	23
ENSG00000108641	192	23
ENSG00000108641	279	23
ENSG00000108641	255	23
ENSG00000108641	174	23
ENSG00000108641	462	23
ENSG00000108641	402	23
ENSG00000108641	408	23
ENSG00000108641	33	23
ENSG00000079277	1239	31
ENSG00000079277	990	31
ENSG00000079277	1398	31
ENSG00000079277	1044	31
ENSG00000079277	1275	31
ENSG00000079277		31
ENSG00000079277	1362	31
ENSG00000079277	257	31
ENSG00000079277	321	31
ENSG00000079277	1008	31
ENSG00000079277	135	31
ENSG00000079277	500	31
ENSG00000079277	147	31
ENSG00000079277	269	31
ENSG00000079277	264	31
ENSG00000079277	240	31
ENSG00000079277	378	31
ENSG00000173421	1785	5
ENSG00000173421	612	5
ENSG00000173421		5
ENSG00000144821	5781	5
ENSG00000144821	4800	5
ENSG00000144821		5
ENSG00000118160	2766	7
ENSG00000118160	2034	7
ENSG00000118160		7
ENSG00000118160	478	7
ENSG00000118160	435	7
ENSG00000175711	1041	11
ENSG00000175711	552	11
ENSG00000175711		11
ENSG00000175711	753	11
ENSG00000175711	162	11
ENSG00000287896		1
ENSG00000118162		9
ENSG00000118162	1311	9
ENSG00000118162	453	9
ENSG00000118162	790	9
ENSG00000118162	128	9
ENSG00000073111	441	9
ENSG00000073111	2715	9
ENSG00000073111	385	9
ENSG00000073111	310	9
ENSG00000073111	274	9
ENSG00000073111		9
ENSG00000073111	2510	9
ENSG00000232504		2
ENSG00000068654	5163	15
ENSG00000068654	4980	15
ENSG00000068654		15
ENSG00000068654	129	15
ENSG00000268061		2
ENSG00000105402	888	22
ENSG00000105402		22
ENSG00000105402	252	22
ENSG00000105402	771	22
ENSG00000105402	108	22
ENSG00000105402	805	22
ENSG00000105402	416	22
ENSG00000105402	183	22
ENSG00000105402	308	22
ENSG00000105402	411	22
ENSG00000105402	225	22
ENSG00000117407	687	11
ENSG00000117407	199	11
ENSG00000117407	663	11
ENSG00000117407	268	11
ENSG00000117407	231	11
ENSG00000117407	714	11
ENSG00000265469		1
ENSG00000264860		1
ENSG00000180616	1110	2
ENSG00000180616		2
ENSG00000166685	2943	9
ENSG00000166685	2887	9
ENSG00000166685	373	9
ENSG00000166685		9
ENSG00000166685	379	9
ENSG00000166685	308	9
ENSG00000166685	81	9
ENSG00000237950		1
ENSG00000117408	2892	7
ENSG00000117408		7
ENSG00000117408	546	7
ENSG00000285600		1
ENSG00000114631	1818	1
ENSG00000285649		1
ENSG00000132768		17
ENSG00000132768	309	17
ENSG00000132768	444	17
ENSG00000132768	1470	17
ENSG00000132768	282	17
ENSG00000132768	303	17
ENSG00000132768	786	17
ENSG00000132768	159	17
ENSG00000132768	789	17
ENSG00000132768	106	17
ENSG00000114626	174	15
ENSG00000114626		15
ENSG00000114626	1437	15
ENSG00000114626	1011	15
ENSG00000114626	425	15
ENSG00000277728		1
ENSG00000141219	1644	9
ENSG00000141219	1830	9
ENSG00000141219	1722	9
ENSG00000141219	328	9
ENSG00000141219	1752	9
ENSG00000141219	540	9
ENSG00000141219	237	9
ENSG00000279861		1
ENSG00000118156	2039	4
ENSG00000118156	4041	4
ENSG00000118156	2600	4
ENSG00000118156		4
ENSG00000226681		1
ENSG00000276588		1
ENSG00000115232		11
ENSG00000115232	588	11
ENSG00000115232	3099	11
ENSG00000115232	1843	11
ENSG00000099341	1053	10
ENSG00000099341	390	10
ENSG00000099341	864	10
ENSG00000099341		10
ENSG00000099341	752	10
ENSG00000099341	519	10
ENSG00000099341	201	10
ENSG00000099341	192	10
ENSG00000117410	258	13
ENSG00000117410	786	13
ENSG00000117410	477	13
ENSG00000117410	759	13
ENSG00000117410		13
ENSG00000117410	141	13
ENSG00000117410	618	13
ENSG00000117410	265	13
ENSG00000265010		1
ENSG00000187959	540	2
ENSG00000187959	459	2
ENSG00000287143		1
ENSG00000179604	1071	9
ENSG00000179604	861	9
ENSG00000179604	240	9
ENSG00000179604	382	9
ENSG00000179604	219	9
ENSG00000179604		9
ENSG00000187715	1872	7
ENSG00000187715		7
ENSG00000187715	693	7
ENSG00000187715	597	7
ENSG00000201210		1
ENSG00000133193	561	7
ENSG00000133193	624	7
ENSG00000133193		7
ENSG00000133193	312	7
ENSG00000133193	377	7
ENSG00000133193	330	7
ENSG00000058262	1449	7
ENSG00000058262	303	7
ENSG00000058262	1431	7
ENSG00000058262		7
ENSG00000058262	1071	7
ENSG00000179168	1959	5
ENSG00000179168		5
ENSG00000179168	1374	5
ENSG00000179168	246	5
ENSG00000179168	179	5
ENSG00000279570		1
ENSG00000252391		1
ENSG00000287539		1
ENSG00000267355		1
ENSG00000035862	432	5
ENSG00000035862	663	5
ENSG00000035862	330	5
ENSG00000267090		1
ENSG00000188766	1365	8
ENSG00000188766	1233	8
ENSG00000188766	544	8
ENSG00000188766		8
ENSG00000188766	366	8
ENSG00000222627		1
ENSG00000239608		1
ENSG00000074416	852	13
ENSG00000074416	912	13
ENSG00000074416	942	13
ENSG00000074416	629	13
ENSG00000074416		13
ENSG00000074416	546	13
ENSG00000074416	789	13
ENSG00000074416	232	13
ENSG00000234595		1
ENSG00000225570		1
ENSG00000159214	291	11
ENSG00000159214	924	11
ENSG00000159214	180	11
ENSG00000159214		11
ENSG00000159214	198	11
ENSG00000159214	660	11
ENSG00000223873		1
ENSG00000221023		1
ENSG00000232508		1
ENSG00000283262		1
ENSG00000212133		1
ENSG00000267601		1
ENSG00000252395		1
ENSG00000189190	615	9
ENSG00000189190	633	9
ENSG00000189190	2376	9
ENSG00000189190	2169	9
ENSG00000189190		9
ENSG00000224291		1
ENSG00000178404	97	5
ENSG00000178404	1866	5
ENSG00000178404		5
ENSG00000214336	1263	1
ENSG00000172073	543	1
ENSG00000183077	912	15
ENSG00000183077	618	15
ENSG00000183077	174	15
ENSG00000183077		15
ENSG00000183077	183	15
ENSG00000183077	336	15
ENSG00000183077	282	15
ENSG00000183077	255	15
ENSG00000183077	927	15
ENSG00000183077	562	15
ENSG00000183077	114	15
ENSG00000225420		1
ENSG00000182986	354	16
ENSG00000182986		16
ENSG00000182986	1530	16
ENSG00000182986	467	16
ENSG00000182986	370	16
ENSG00000182986	258	16
ENSG00000182986	172	16
ENSG00000182986	77	16
ENSG00000153574	936	1
ENSG00000180353	1461	12
ENSG00000180353		12
ENSG00000180353	1350	12
ENSG00000180353	630	12
ENSG00000180353	228	12
ENSG00000180353	231	12
ENSG00000283270		2
ENSG00000240040		1
ENSG00000265510		1
ENSG00000211592	323	1
ENSG00000196517	1725	12
ENSG00000196517	1740	12
ENSG00000196517	1902	12
ENSG00000196517	1569	12
ENSG00000196517	1959	12
ENSG00000196517	2121	12
ENSG00000196517		12
ENSG00000196517	403	12
ENSG00000196517	349	12
ENSG00000211593	38	1
ENSG00000211594	37	1
ENSG00000211595	38	1
ENSG00000211596	39	1
ENSG00000161652	666	4
ENSG00000161652	703	4
ENSG00000161652	280	4
ENSG00000161652	269	4
ENSG00000211597	38	1
ENSG00000211598	363	1
ENSG00000087338	1548	4
ENSG00000087338		4
ENSG00000276002		1
ENSG00000268480	870	6
ENSG00000268480		6
ENSG00000179846	2499	3
ENSG00000179846	1833	3
ENSG00000274226	1650	1
ENSG00000228674		1
ENSG00000167754	882	5
ENSG00000167754		5
ENSG00000167754	616	5
ENSG00000275381		1
ENSG00000270723		1
ENSG00000124380	468	5
ENSG00000124380	477	5
ENSG00000124380		5
ENSG00000124380	55	5
ENSG00000212657	1554	1
ENSG00000243544		1
ENSG00000189051	663	2
ENSG00000222057		1
ENSG00000187997	798	6
ENSG00000187997		6
ENSG00000187997	568	6
ENSG00000187997	454	6
ENSG00000173226	1797	7
ENSG00000173226	1398	7
ENSG00000173226	912	7
ENSG00000173226	430	7
ENSG00000173226	254	7
ENSG00000173226	263	7
ENSG00000173226		7
ENSG00000059728	545	6
ENSG00000059728	636	6
ENSG00000059728	222	6
ENSG00000059728	666	6
ENSG00000059728		6
ENSG00000173821	15771	20
ENSG00000173821	15624	20
ENSG00000173821	3192	20
ENSG00000173821		20
ENSG00000173821	319	20
ENSG00000269495		2
ENSG00000167755	735	7
ENSG00000167755	414	7
ENSG00000167755	123	7
ENSG00000167755	210	7
ENSG00000263669		1
ENSG00000169564	1071	1
ENSG00000233060		1
ENSG00000225392		1
ENSG00000145088	207	5
ENSG00000145088		5
ENSG00000145088	783	5
ENSG00000145088	792	5
ENSG00000145088	108	5
ENSG00000115998	1725	14
ENSG00000115998	506	14
ENSG00000115998	477	14
ENSG00000115998	383	14
ENSG00000115998		14
ENSG00000115998	336	14
ENSG00000115998	180	14
ENSG00000115998	177	14
ENSG00000115998	94	14
ENSG00000115998	67	14
ENSG00000227163		1
ENSG00000271647		1
ENSG00000239560		1
ENSG00000196539	957	1
ENSG00000229255		1
ENSG00000203661	948	1
ENSG00000271934		1
ENSG00000279676		1
ENSG00000224521		3
ENSG00000163406	2190	7
ENSG00000163406	2097	7
ENSG00000163406	457	7
ENSG00000163406		7
ENSG00000169035	762	6
ENSG00000169035	201	6
ENSG00000169035	546	6
ENSG00000169035	207	6
ENSG00000169035		6
ENSG00000227102		1
ENSG00000183310	957	1
ENSG00000201602		1
ENSG00000271701		1
ENSG00000189181	936	1
ENSG00000187238	288	1
ENSG00000185962	270	1
ENSG00000226947		1
ENSG00000285753		1
ENSG00000187223	333	1
ENSG00000159455	333	1
ENSG00000187173	321	1
ENSG00000204501	1437	1
ENSG00000116001	1161	20
ENSG00000116001	1128	20
ENSG00000116001	1158	20
ENSG00000116001	858	20
ENSG00000116001		20
ENSG00000116001	344	20
ENSG00000116001	645	20
ENSG00000116001	435	20
ENSG00000116001	486	20
ENSG00000116001	457	20
ENSG00000228229		1
ENSG00000204481	1425	2
ENSG00000204481		2
ENSG00000179134	2085	12
ENSG00000179134	2079	12
ENSG00000179134		12
ENSG00000179134	657	12
ENSG00000179134	978	12
ENSG00000179134	144	12
ENSG00000179134	283	12
ENSG00000204480	1440	1
ENSG00000214978	882	1
ENSG00000204479	1425	1
ENSG00000109016	379	10
ENSG00000109016	978	10
ENSG00000109016		10
ENSG00000109016	273	10
ENSG00000109016	933	10
ENSG00000109016	376	10
ENSG00000109016	324	10
ENSG00000204478	1428	1
ENSG00000172031	1089	2
ENSG00000172031		2
ENSG00000125734	1632	17
ENSG00000125734		17
ENSG00000125734	504	17
ENSG00000125734	534	17
ENSG00000125734	311	17
ENSG00000125734	906	17
ENSG00000125734	995	17
ENSG00000125734	581	17
ENSG00000125734	109	17
ENSG00000125734	437	17
ENSG00000125734	670	17
ENSG00000233228		1
ENSG00000224678		1
ENSG00000173230	9780	9
ENSG00000173230	9795	9
ENSG00000173230	9810	9
ENSG00000173230	120	9
ENSG00000173230	330	9
ENSG00000173230	4922	9
ENSG00000173230	3093	9
ENSG00000173230		9
ENSG00000173230	124	9
ENSG00000233401		1
ENSG00000273487		1
ENSG00000226773		1
ENSG00000274481		1
ENSG00000228594	681	1
ENSG00000286989		1
ENSG00000272106		1
ENSG00000189409	500	10
ENSG00000189409	1173	10
ENSG00000189409	717	10
ENSG00000189409	1161	10
ENSG00000189409	798	10
ENSG00000189409	728	10
ENSG00000189409	777	10
ENSG00000189409		10
ENSG00000189409	264	10
ENSG00000167699	897	18
ENSG00000167699		18
ENSG00000167699	942	18
ENSG00000167699	231	18
ENSG00000167699	176	18
ENSG00000167699	347	18
ENSG00000167699	111	18
ENSG00000167699	681	18
ENSG00000167699	180	18
ENSG00000167699	159	18
ENSG00000167699	205	18
ENSG00000272004		1
ENSG00000189339	741	5
ENSG00000189339	1218	5
ENSG00000189339		5
ENSG00000269737		2
ENSG00000215914		1
ENSG00000221238		1
ENSG00000231414		1
ENSG00000224553		1
ENSG00000008128	2343	23
ENSG00000008128	2241	23
ENSG00000008128		23
ENSG00000008128	1263	23
ENSG00000008128	2340	23
ENSG00000008128	2313	23
ENSG00000008128	2352	23
ENSG00000008128	1224	23
ENSG00000008128	454	23
ENSG00000008128	111	23
ENSG00000115827		12
ENSG00000115827	1563	12
ENSG00000115827	1362	12
ENSG00000115827	385	12
ENSG00000115827	723	12
ENSG00000115827	815	12
ENSG00000115827	668	12
ENSG00000183914	13284	6
ENSG00000183914	2619	6
ENSG00000183914		6
ENSG00000183914	784	6
ENSG00000183914	3476	6
ENSG00000178732	1683	2
ENSG00000065534	1429	57
ENSG00000065534	5592	57
ENSG00000065534	5745	57
ENSG00000065534	462	57
ENSG00000065534		57
ENSG00000065534	2979	57
ENSG00000065534	465	57
ENSG00000065534	2775	57
ENSG00000065534	180	57
ENSG00000065534	2976	57
ENSG00000065534	5538	57
ENSG00000065534	2071	57
ENSG00000065534	2142	57
ENSG00000065534	249	57
ENSG00000065534	96	57
ENSG00000065534	213	57
ENSG00000065534	5385	57
ENSG00000065534	2145	57
ENSG00000065534	4983	57
ENSG00000065534	1876	57
ENSG00000065534	2862	57
ENSG00000065534	5742	57
ENSG00000065534	5775	57
ENSG00000065534	144	57
ENSG00000065534	231	57
ENSG00000065534	252	57
ENSG00000065534	2161	57
ENSG00000065534	1387	57
ENSG00000065534	1325	57
ENSG00000065534	754	57
ENSG00000254415	1191	2
ENSG00000254415		2
ENSG00000228507		1
ENSG00000234061		1
ENSG00000233762		1
ENSG00000223638	864	1
ENSG00000071967	687	7
ENSG00000071967		7
ENSG00000071967	861	7
ENSG00000071967	474	7
ENSG00000071967	524	7
ENSG00000105261	573	2
ENSG00000105261	645	2
ENSG00000126251	1041	2
ENSG00000099625	1362	7
ENSG00000099625	351	7
ENSG00000099625	2118	7
ENSG00000099625	2178	7
ENSG00000099625	275	7
ENSG00000099625		7
ENSG00000237651	348	6
ENSG00000237651	84	6
ENSG00000237651	159	6
ENSG00000237651	564	6
ENSG00000237651	543	6
ENSG00000133195	1008	17
ENSG00000133195	1029	17
ENSG00000133195		17
ENSG00000133195	557	17
ENSG00000133195	189	17
ENSG00000133195	205	17
ENSG00000133195	374	17
ENSG00000133195	246	17
ENSG00000133195	684	17
ENSG00000133195	601	17
ENSG00000133195	470	17
ENSG00000133195	120	17
ENSG00000133195	77	17
ENSG00000213793	2157	2
ENSG00000213793		2
ENSG00000170909	816	10
ENSG00000170909	804	10
ENSG00000170909	861	10
ENSG00000170909	792	10
ENSG00000170909	759	10
ENSG00000170909	849	10
ENSG00000170909	486	10
ENSG00000124356	1275	71
ENSG00000124356	1233	71
ENSG00000124356	387	71
ENSG00000124356	969	71
ENSG00000124356		71
ENSG00000124356	630	71
ENSG00000124356	870	71
ENSG00000124356	1272	71
ENSG00000124356	1185	71
ENSG00000124356	249	71
ENSG00000124356	643	71
ENSG00000124356	1143	71
ENSG00000124356	645	71
ENSG00000124356	1011	71
ENSG00000124356	1287	71
ENSG00000124356	1308	71
ENSG00000124356	1020	71
ENSG00000124356	1266	71
ENSG00000124356	1047	71
ENSG00000170291	581	14
ENSG00000170291	792	14
ENSG00000170291	903	14
ENSG00000170291	492	14
ENSG00000170291	239	14
ENSG00000170291	711	14
ENSG00000170291	788	14
ENSG00000170291	130	14
ENSG00000170291	353	14
ENSG00000170291	325	14
ENSG00000249993		1
ENSG00000177558	1110	1
ENSG00000214301		1
ENSG00000272832		1
ENSG00000250983		1
ENSG00000201827		1
ENSG00000130244	561	10
ENSG00000130244	1050	10
ENSG00000130244	804	10
ENSG00000130244		10
ENSG00000130244	542	10
ENSG00000130244	169	10
ENSG00000091527	774	10
ENSG00000091527	777	10
ENSG00000091527	642	10
ENSG00000091527	147	10
ENSG00000091527	471	10
ENSG00000091527	333	10
ENSG00000091527	160	10
ENSG00000091527	277	10
ENSG00000091527	327	10
ENSG00000268575		1
ENSG00000161888	627	7
ENSG00000161888	594	7
ENSG00000161888	516	7
ENSG00000161888	517	7
ENSG00000161888	405	7
ENSG00000161888	378	7
ENSG00000161888	506	7
ENSG00000163781		10
ENSG00000163781	4569	10
ENSG00000163781	4554	10
ENSG00000163781	153	10
ENSG00000227775		4
ENSG00000008130	1341	17
ENSG00000008130	1776	17
ENSG00000008130	1245	17
ENSG00000008130	117	17
ENSG00000008130	133	17
ENSG00000008130		17
ENSG00000008130	225	17
ENSG00000008130	93	17
ENSG00000183318	714	5
ENSG00000183318	126	5
ENSG00000183318	275	5
ENSG00000197588		3
ENSG00000167749	765	8
ENSG00000167749		8
ENSG00000167749	216	8
ENSG00000167749	333	8
ENSG00000167749	228	8
ENSG00000055483	215	25
ENSG00000055483	304	25
ENSG00000055483	36	25
ENSG00000055483	3372	25
ENSG00000055483	73	25
ENSG00000055483		25
ENSG00000055483	477	25
ENSG00000055483	2151	25
ENSG00000055483	777	25
ENSG00000055483	705	25
ENSG00000055483	858	25
ENSG00000055483	537	25
ENSG00000055483	186	25
ENSG00000055483	479	25
ENSG00000055483	240	25
ENSG00000055483	200	25
ENSG00000055483	158	25
ENSG00000267879		2
ENSG00000129455	918	11
ENSG00000129455	420	11
ENSG00000129455	99	11
ENSG00000129455	783	11
ENSG00000129455		11
ENSG00000129455	360	11
ENSG00000129455	163	11
ENSG00000129455	291	11
ENSG00000229453	294	1
ENSG00000078369	1023	10
ENSG00000078369	723	10
ENSG00000078369		10
ENSG00000078369	490	10
ENSG00000078369	497	10
ENSG00000078369	323	10
ENSG00000168779	960	5
ENSG00000168779		5
ENSG00000168779	996	5
ENSG00000168779	1068	5
ENSG00000168779	439	5
ENSG00000187527	3657	4
ENSG00000187527		4
ENSG00000187527	474	4
ENSG00000269741	276	2
ENSG00000269741	753	2
ENSG00000289539		1
