id	Domain	ChapterLevel	uniqTrait	no_rep_phenos	no_rep_disease	no_rep_disease_disorder	indep_phenos	indep_disease	indep_disease_disorder
3494	Nutritional	Self-Care	Coffee type: Ground coffee	1	0	0	0	0	0
3495	Dermatological	Skin and Related Structures	Hair colour: Blonde	1	0	0	1	0	0
3496	Dermatological	Skin and Related Structures	Hair colour: Red	1	0	0	1	0	0
3497	Dermatological	Skin and Related Structures	Hair colour: Light brown	1	0	0	0	0	0
3498	Dermatological	Skin and Related Structures	Hair colour: Dark brown	1	0	0	0	0	0
3499	Dermatological	Skin and Related Structures	Hair colour: Black	1	0	0	0	0	0
3500	Dermatological	Functions of the Skin and Related Structures	Bald Pattern 1	1	0	0	1	0	0
3501	Dermatological	Functions of the Skin and Related Structures	Bald Pattern 2	1	0	0	1	0	0
3502	Dermatological	Functions of the Skin and Related Structures	Bald Pattern 3	1	0	0	0	0	0
3503	Dermatological	Functions of the Skin and Related Structures	Bald Pattern 4	1	0	0	0	0	0
3504	Nutritional	Self-Care	Non-butter spread type details: Flora Pro-Active or Benecol	1	0	0	1	0	0
3505	Nutritional	Self-Care	Non-butter spread type details: Soft (tub) margarine	1	0	0	1	0	0
3506	Nutritional	Self-Care	Non-butter spread type details: Olive oil based spread	1	0	0	0	0	0
3507	Nutritional	Self-Care	Non-butter spread type details: Polyunsaturated/sunflower oil based spread	1	0	0	0	0	0
3508	Nutritional	Self-Care	Non-butter spread type details: Other low or reduced fat spread	1	0	0	0	0	0
3509	Psychiatric	Mental and Behavioural Disorders	Reason for reducing amount of alcohol drunk: Illness or ill health	1	0	1	0	0	0
3510	Psychiatric	Mental and Behavioural Disorders	Reason for reducing amount of alcohol drunk: Health precaution	1	0	1	1	0	1
3511	Psychiatric	Mental and Behavioural Disorders	Reason for reducing amount of alcohol drunk: Other reason	1	0	1	0	0	0
3512	Psychiatric	Mental and Behavioural Disorders	Type of tobacco previously smoked: Manufactured cigarettes	1	0	1	0	0	0
3513	Activities	Domestic Life	Gas or solid-fuel cooking/heating: A gas hob or gas cooker	1	0	0	1	0	0
3514	Activities	Domestic Life	Gas or solid-fuel cooking/heating: A gas fire that you use regularly in winter time	1	0	0	0	0	0
3515	Activities	Domestic Life	Gas or solid-fuel cooking/heating: An open solid fuel fire that you use regularly in winter time	1	0	0	0	0	0
3516	Activities	Domestic Life	Heating type(s) in home: Gas central heating	1	0	0	0	0	0
3517	Social Interactions	Interpersonal Interactions and Relationships	How are people in household related to participant: Husband, wife or partner	1	0	0	1	0	0
3518	Social Interactions	Interpersonal Interactions and Relationships	How are people in household related to participant: Son and/or daughter	1	0	0	1	0	0
3519	Environment	Major Life Areas	Current employment status: In paid employment or self-employed	1	0	0	0	0	0
3520	Environment	Major Life Areas	Current employment status: Retired	1	0	0	0	0	0
3521	Environment	Major Life Areas	Current employment status: Looking after home and/or family	1	0	0	0	0	0
3522	Environment	Major Life Areas	Current employment status: Unable to work because of sickness or disability	1	0	0	0	0	0
3523	Environment	Major Life Areas	Current employment status: Doing unpaid or voluntary work	1	0	0	0	0	0
3524	Environment	Major Life Areas	Transport type for commuting to job workplace: Car/motor vehicle	1	0	0	0	0	0
3525	Environment	Major Life Areas	Transport type for commuting to job workplace: Walk	1	0	0	0	0	0
3526	Environment	Major Life Areas	Transport type for commuting to job workplace: Public transport	1	0	0	0	0	0
3527	Environment	Major Life Areas	Transport type for commuting to job workplace: Cycle	1	0	0	0	0	0
3528	Nutritional	Self-Care	Never eat eggs, dairy, wheat, sugar: Eggs or foods containing eggs	1	0	0	0	0	0
3529	Nutritional	Self-Care	Never eat eggs, dairy, wheat, sugar: Wheat products	1	0	0	0	0	0
3530	Nutritional	Self-Care	Never eat eggs, dairy, wheat, sugar: Sugar or foods/drinks containing sugar	1	0	0	0	0	0
3531	Nutritional	Self-Care	Never eat eggs, dairy, wheat, sugar: I eat all of the above	1	0	0	1	0	0
3532	Environment	Factors Influencing Health Status and Contact with Health Services	Mental health: Serious illness, injury or assault to yourself	1	0	0	0	0	0
3533	Environment	Factors Influencing Health Status and Contact with Health Services	Mental health: Serious illness, injury or assault of a close relative	1	0	0	0	0	0
3534	Environment	Factors Influencing Health Status and Contact with Health Services	Mental health: Death of a close relative	1	0	0	0	0	0
3535	Environment	Factors Influencing Health Status and Contact with Health Services	Mental health: Marital separation/divorce	1	0	0	0	0	0
3536	Environment	Factors Influencing Health Status and Contact with Health Services	Mental health: Financial difficulties	1	0	0	0	0	0
3537	Environment	Factors Influencing Health Status and Contact with Health Services	Disability living allowance	1	0	0	0	0	0
3538	Environment	Factors Influencing Health Status and Contact with Health Services	Blue badge	1	0	0	0	0	0
3539	Activities	Self-Care	Reason for glasses/contact lenses: For short-sightedness	1	0	0	0	0	0
3540	Activities	Self-Care	Reason for glasses/contact lenses: For long-sightedness	1	0	0	0	0	0
3541	Activities	Self-Care	Reason for glasses/contact lenses: For just reading/near work as you are getting older	1	0	0	0	0	0
3542	Activities	Self-Care	Reason for glasses/contact lenses: For astigmatism	1	0	0	0	0	0
3543	Ophthalmological	Diseases of the Eye and Adnexa	Cataract	1	1	1	0	0	0
3544	Body Structures	Structure Involved in Voice and Speech	Mouth ulcers	1	0	0	1	0	0
3545	Body Structures	Structure Involved in Voice and Speech	Painful gums	1	0	0	0	0	0
3546	Body Structures	Structure Involved in Voice and Speech	Bleeding gums	1	0	0	0	0	0
3547	Body Structures	Structure Involved in Voice and Speech	Loose teeth	1	0	0	1	0	0
3548	Body Structures	Structure Involved in Voice and Speech	Toothache	1	0	0	0	0	0
3549	Body Structures	Structure Involved in Voice and Speech	Dentures	1	0	0	1	0	0
3550	Cardiovascular	Diseases of the Circulatory System	Angina	0	0	0	0	0	0
3551	Cardiovascular	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	High blood pressure	0	0	0	0	0	0
3552	Respiratory	Diseases of the Respiratory System	Asthma	0	0	0	0	0	0
3553	Respiratory	Disease of the Respiratory System	Hayfever, allergic rhinitis or eczema	1	1	1	1	1	1
3554	Activities	Self-Care	Cholesterol lowering medication	0	0	0	0	0	0
3555	Activities	Self-Care	Blood pressure medication	1	0	0	0	0	0
3556	Activities	Self-Care	MedicHormone replacement therapy	1	0	0	0	0	0
3557	Activities	Self-Care	Aspirin	1	0	0	0	0	0
3558	Activities	Self-Care	Ibuprofen	0	0	0	0	0	0
3559	Activities	Self-Care	Paracetamol	1	0	0	0	0	0
3560	Activities	Self-Care	Omeprazole	1	0	0	0	0	0
3561	Activities	Self-Care	Laxatives	1	0	0	0	0	0
3562	Activities	Self-Care	Vitamin B	1	0	0	0	0	0
3563	Activities	Self-Care	Vitamin C	1	0	0	0	0	0
3564	Activities	Self-Care	Vitamin D	1	0	0	0	0	0
3565	Activities	Self-Care	Vitamin E	1	0	0	0	0	0
3566	Activities	Self-Care	Multivitamins +/- minerals	1	0	0	0	0	0
3567	Psychiatric	Mental and Behavioural Disorders	Why stopped smoking: Illness or ill health	1	0	1	0	0	0
3568	Psychiatric	Mental and Behavioural Disorders	Why stopped smoking: Health precaution	1	0	1	0	0	0
3569	Psychiatric	Mental and Behavioural Disorders	Why stopped smoking: Financial reasons	1	0	1	0	0	0
3570	Neurological	Sensory Functions and Pain	Headache	1	0	0	1	0	0
3571	Neurological	Sensory Functions and Pain	Neck or shoulder pain	1	0	0	0	0	0
3572	Neurological	Sensory Functions and Pain	Back pain	1	0	0	0	0	0
3573	Neurological	Sensory Functions and Pain	Stomach or abdominal pain	1	0	0	0	0	0
3574	Neurological	Sensory Functions and Pain	Hip pain	1	0	0	0	0	0
3575	Neurological	Sensory Functions and Pain	Knee pain	1	0	0	0	0	0
3576	Social Interactions	Interpersonal Interactions and Relationships	Social support - Leisure/social activities: Sports club or gym	0	0	0	1	0	0
3577	Social Interactions	Interpersonal Interactions and Relationships	Social support - Leisure/social activities: Pub or social club	1	0	0	0	0	0
3578	Social Interactions	Interpersonal Interactions and Relationships	Social support - Leisure/social activities: Religious group	1	0	0	0	0	0
3579	Social Interactions	Interpersonal Interactions and Relationships	Social support - Leisure/social activities: Adult education class	1	0	0	0	0	0
3580	Social Interactions	Interpersonal Interactions and Relationships	Social support - Leisure/social activities: Other group activity	1	0	0	0	0	0
3581	Activities	Mobility	Types of transport used: Car/motor vehicle	1	0	0	0	0	0
3582	Activities	Mobility	Types of transport used: Walk	1	0	0	1	0	0
3583	Activities	Mobility	Types of transport used: Public transport	1	0	0	0	0	0
3584	Activities	Mobility	Types of transport used: Cycle	1	0	0	1	0	0
3585	Activities	Self-Care	Types of physical activity in last 4 weeks: Walking for pleasure	1	0	0	0	0	0
3586	Activities	Self-Care	Types of physical activity in last 4 weeks: Other exercises	1	0	0	0	0	0
3587	Activities	Self-Care	Types of physical activity in last 4 weeks: Strenuous sports	1	0	0	0	0	0
3588	Activities	Self-Care	Types of physical activity in last 4 weeks: Light DIY	1	0	0	1	0	0
3589	Activities	Self-Care	Types of physical activity in last 4 weeks: Heavy DIY	1	0	0	0	0	0
3590	Activities	Self-Care	Cholesterol lowering medication	1	0	0	0	0	0
3591	Activities	Self-Care	Blood pressure medication	0	0	0	0	0	0
3592	Activities	Self-Care	Fish oil (including cod liver oil)	1	0	0	0	0	0
3593	Activities	Self-Care	Glucosamine	1	0	0	0	0	0
3594	Activities	Self-Care	Calcium	1	0	0	0	0	0
3595	Activities	Self-Care	Zinc	1	0	0	0	0	0
3596	Activities	Self-Care	Iron	1	0	0	0	0	0
3597	Cardiovascular	Diseases of the Circulatory System	Hypertension	1	1	1	0	1	1
3598	Cardiovascular	Diseases of the Circulatory System	Angina	0	0	0	0	0	0
3599	Respiratory	Diseases of the Respiratory System	Asthma	0	0	0	0	0	0
3600	Gastrointestinal	Diseases of the Digestive System	Gastro-esophageal reflux disease	0	0	0	0	0	0
3601	Endocrine	Endocrine, Nutritional and Metabolic Diseases	Diabetes	0	0	0	0	0	0
3602	Endocrine	Endocrine, Nutritional and Metabolic Diseases	Hypothyroidism/Myxoedema	1	1	1	1	1	1
3603	Neurological	Diseases of the Nervous System	Migraine	1	1	1	0	1	1
3604	Psychiatric	Mental and Behavioural Disorders	Depression	0	0	0	0	0	0
3605	Respiratory	Diseases of the Respiratory System	Hayfever/Allergic Rhinitis	1	1	1	0	0	0
3606	Dermatological	Diseases of the Skin and Subcutaneous Tissue	Eczema/Dermatitis	1	1	1	0	0	0
3607	Skeletal	Diseases of the Musculoskeletal System and Connective Tissue	Osteoarthritis	0	0	0	1	1	1
3608	Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	High cholesterol	1	0	0	0	0	0
3609	Activities	Self-Care	Omega-3/fish oil supplement	1	0	0	0	0	0
3610	Activities	Self-Care	Multivitamins	1	0	0	0	0	0
3611	Activities	Self-Care	Lisinopril	1	0	0	0	0	0
3612	Activities	Self-Care	Ramipril	1	0	0	0	0	0
3613	Activities	Self-Care	Simvastatin	1	0	0	0	0	0
3614	Activities	Self-Care	Ventolin 100micrograms inhaler	1	0	0	0	0	0
3615	Activities	Self-Care	Lansoprazole	1	0	0	0	0	0
3616	Activities	Self-Care	Omeprazole	0	0	0	0	0	0
3617	Activities	Self-Care	Atenolol	1	0	0	0	0	0
3618	Activities	Self-Care	Aspirin	0	0	0	0	0	0
3619	Activities	Self-Care	Ibuprofen	0	0	0	0	0	0
3620	Activities	Self-Care	Amlodipine	1	0	0	0	0	0
3621	Activities	Self-Care	Metformin	1	0	0	0	0	0
3622	Activities	Self-Care	Cod liver oil capsule	1	0	0	0	0	0
3623	Activities	Self-Care	Atorvastatin	1	0	0	0	0	0
3624	Activities	Self-Care	Glucosamine product	1	0	0	0	0	0
3625	Activities	Self-Care	Levothyroxine sodium	1	0	0	0	0	0
3626	Activities	Self-Care	Bendroflumethiazide	1	0	0	0	0	0
3627	Activities	Self-Care	Paracetamol	0	0	0	0	0	0
3628	Environment	Major Life Areas	Family (paternal) history of Heart disease	1	1	1	0	0	0
3629	Environment	Major Life Areas	Family (paternal) history of Stroke	1	0	0	1	0	0
3630	Environment	Major Life Areas	Family (paternal) history of Lung cancer	1	0	0	1	0	0
3631	Environment	Major Life Areas	Family (paternal) history of Bowel cancer	1	0	0	0	0	0
3632	Environment	Major Life Areas	Family (paternal) history of Chronic bronchitis/emphysema	1	0	0	1	0	0
3633	Environment	Major Life Areas	Family (paternal) history of High blood pressure	1	0	0	0	0	0
3634	Environment	Major Life Areas	Family (paternal) history of Diabetes	1	0	0	0	0	0
3635	Environment	Major Life Areas	Family (paternal) history of Alzheimer's disease	0	0	0	0	0	0
3636	Environment	Major Life Areas	Family (paternal) history of Severe depression	1	0	0	0	0	0
3637	Environment	Major Life Areas	Family (paternal) history of Prostate cancer	1	0	0	1	0	0
3638	Environment	Major Life Areas	Family (maternal) history of Heart disease	1	1	1	0	0	0
3639	Environment	Major Life Areas	Family (maternal) history of Stroke	1	0	0	0	0	0
3640	Environment	Major Life Areas	Family (maternal) history of Lung cancer	1	0	0	0	0	0
3641	Environment	Major Life Areas	Family (maternal) history of Bowel cancer	1	0	0	0	0	0
3642	Environment	Major Life Areas	Family (maternal) history of Breast cancer	1	0	0	1	0	0
3643	Environment	Major Life Areas	Family (maternal) history of Chronic bronchitis/emphysema	1	0	0	0	0	0
3644	Environment	Major Life Areas	Family (maternal) history of High blood pressure	1	0	0	0	0	0
3645	Environment	Major Life Areas	Family (maternal) history of Diabetes	1	0	0	0	0	0
3646	Environment	Major Life Areas	Family (maternal) history of Alzheimer's disease	1	1	1	0	0	0
3647	Environment	Major Life Areas	Family (maternal) history of Severe depression	1	0	0	0	0	0
3648	Environment	Major Life Areas	Family (siblings) history of Heart disease	1	1	1	0	0	0
3649	Environment	Major Life Areas	Family (siblings) history of Stroke	1	0	0	0	0	0
3650	Environment	Major Life Areas	Family (siblings) history of Breast cancer	1	0	0	0	0	0
3651	Environment	Major Life Areas	Family (siblings) history of High blood pressure	1	0	0	0	0	0
3652	Environment	Major Life Areas	Family (siblings) history of Diabetes	1	0	0	0	0	0
3653	Environment	Major Life Areas	Family (siblings) history of Severe depression	1	0	0	0	0	0
3654	Psychiatric	Mental and Behavioural Disorders	Ever vs never smokers	0	0	0	0	0	0
3655	Psychiatric	Mental and Behavioural Disorders	Former vs current smokers	1	0	1	0	0	0
3656	Psychiatric	Mental and Behavioural Disorders	Ever vs never drinkers	1	0	1	0	0	0
3657	Psychiatric	Mental and Behavioural Disorders	Former vs current drinkers	1	0	1	1	0	1
3658	Neoplasms	Malignant Neoplasms	Other and unspecified malignant neoplasm of skin	0	0	0	1	0	0
3659	Neoplasms	Malignant Neoplasms	Malignant neoplasm of breast	1	0	0	0	0	0
3660	Neoplasms	Malignant Neoplasms	Basal cell carcinoma	1	0	0	0	0	0
3661	Neoplasms	Malignant Neoplasms	Adenocarcinoma	1	0	0	0	0	0
3662	Neoplasms	Malignant Neoplasms	Carcinoma in situ	1	0	0	0	0	0
3663	Neoplasms	Malignant Neoplasms	Malignant, primary site	1	0	0	0	0	0
3664	Mortality	Complications of Medical and Surgical Care	Surgical operation and other surgical procedures as the cause of abnormal reaction of the patient, or later complication, without mention of misadventure at the time of the procedure	1	0	0	0	0	0
3665	Neoplasms	Malignant Neoplasms	Other and unspecified malignant neoplasm of skin	1	0	0	0	0	0
3666	Neoplasms	Benign Neoplasms	Benign neoplasm of colon, rectum, anus and anal canal	1	0	0	1	0	0
3667	Ophthalmological	Diseases of the Eye and Adnexa	Other cataract	1	1	1	1	1	1
3668	Cardiovascular	Diseases of the Circulatory System	Chronic ischemic heart disease	1	1	1	1	1	1
3669	Gastrointestinal	Diseases of the Digestive System	Gastro-esophageal reflux disease	0	0	0	0	0	0
3670	Gastrointestinal	Diseases of the Digestive System	Gastritis and duodenitis	1	1	1	0	0	0
3671	Gastrointestinal	Diseases of the Digestive System	Inguinal hernia	1	1	1	1	1	1
3672	Gastrointestinal	Diseases of the Digestive System	Other and unsp noninfective gastroenteritis and colitis	1	1	1	0	0	0
3673	Gastrointestinal	Diseases of the Digestive System	Diverticular disease of intestine	1	1	1	1	1	1
3674	Gastrointestinal	Diseases of the Digestive System	Other diseases of anus and rectum	1	1	1	0	0	0
3675	Gastrointestinal	Diseases of the Digestive System	Cholelithiasis	1	1	1	1	1	1
3676	Skeletal	Diseases of the Musculoskeletal System and Connective Tissue	Osteoarthritis of hip	0	0	0	0	0	0
3677	Skeletal	Diseases of the Musculoskeletal System and Connective Tissue	Osteoarthritis of knee	0	0	0	0	0	0
3678	Skeletal	Diseases of the Musculoskeletal System and Connective Tissue	Internal derangement of knee	1	1	1	1	1	1
3679	Skeletal	Diseases of the Musculoskeletal System and Connective Tissue	Dorsalgia	1	1	1	0	0	0
3680	Endocrine	Diseases of the Genitourinary System	Other disorders of urinary system	1	1	1	0	0	0
3681	Respiratory	Sensory Functions and Pain	Pain in throat and chest	1	0	0	0	0	0
3682	Skeletal	Sensory Functions and Pain	Abdominal and pelvic pain	1	0	0	1	0	0
3683	Metabolic	Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified	Oth symptoms and signs involving the dgstv sys and abdomen	1	0	0	0	0	0
3684	Infection	Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified	Hematuria	1	0	0	1	0	0
3685	Endocrine	Endocrine, Nutritional and Metabolic Diseases	Other hypothyroidism	1	1	1	0	0	0
3686	Endocrine	Endocrine, Nutritional and Metabolic Diseases	Type 2 Diabetes	0	0	0	1	0	0
3687	Metabolic	Endocrine, Nutritional and Metabolic Diseases	Obesity	0	0	0	0	0	0
3688	Metabolic	Endocrine, Nutritional and Metabolic Diseases	Disorders of lipoprotein metabolism and other lipidemias	1	1	1	0	0	0
3689	Psychiatric	Mental and Behavioural Disorders	Nicotine dependence	1	0	1	0	0	0
3690	Psychiatric	Mental and Behavioural Disorders	Major depressive disorder	0	0	0	0	0	0
3691	Cardiovascular	Diseases of the Circulatory System	Essential (primary) hypertension	1	1	1	0	0	0
3692	Cardiovascular	Diseases of the Circulatory System	Angina	1	1	1	0	0	0
3693	Cardiovascular	Diseases of the Circulatory System	Chronic ischemic heart disease	0	0	0	0	0	0
3694	Cardiovascular	Diseases of the Circulatory System	Atrial fibrillation and flutter	1	1	1	1	1	1
3695	Respiratory	Diseases of the Respiratory System	Asthma	0	0	0	0	0	0
3696	Gastrointestinal	Diseases of the Digestive System	Gastro-esophageal reflux disease	1	1	1	0	0	0
3697	Gastrointestinal	Diseases of the Digestive System	Gastritis and duodenitis	0	0	0	0	0	0
3698	Gastrointestinal	Diseases of the Digestive System	Diaphragmatic hernia	1	1	1	1	1	1
3699	Gastrointestinal	Diseases of the Digestive System	Diverticular disease of intestine	0	0	0	0	0	0
3700	Connective Tissue	Diseases of the Musculoskeletal System and Connective Tissue	Other arthritis	1	1	1	0	0	0
3701	Connective Tissue	Diseases of the Musculoskeletal System and Connective Tissue	Other and unspecified osteoarthritis	1	1	1	0	0	0
3702	Skeletal	Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified	Abdominal and pelvic pain	0	0	0	0	0	0
3703	Mortality	Complications of Medical and Surgical Care	Surgical operation and other surgical procedures as the cause of abnormal reaction of the patient, or later complication, without mention of misadventure at the time of the procedure	0	0	0	0	0	0
3704	Reproduction	Persons Encountering Health Services in Circumstances related to Reproduction	Outcome of delivery	1	0	0	0	0	0
3705	Mortality	Persons Encountering Health Services for Specific Procedures and Health Care	Encounter for other aftercare	1	0	0	0	0	0
3706	Mortality	Persons Encountering Health Services for Specific Procedures and Health Care	Persons encntr hlth serv for spec proc & trtmt, not crd out	1	0	0	0	0	0
3707	Mortality	Persons Encountering Health Status and Contact with Health Services	Problems related to lifestyle	1	0	0	0	0	0
3708	Mortality	Persons with Potential Health Hazards Related to Family and Personal History and Certain Conditions Influencing Health Status	Family history of primary malignant neoplasm	1	0	0	0	0	0
3709	Mortality	Persons with Potential Health Hazards Related to Family and Personal History and Certain Conditions Influencing Health Status	Family history of certain disabilities and chronic diseases (leading to disablement)	1	1	1	0	0	0
3710	Mortality	Persons with Potential Health Hazards Related to Family and Personal History and Certain Conditions Influencing Health Status	Personal history of malignant neoplasm	1	0	0	1	0	0
3711	Mortality	Persons with Potential Health Hazards Related to Family and Personal History and Certain Conditions Influencing Health Status	Personal history of certain other diseases	1	1	1	0	1	0
3712	Mortality	Persons with Potential Health Hazards Related to Family and Personal History and Certain Conditions Influencing Health Status	Personal history of other diseases and conditions	1	1	1	0	0	0
3713	Mortality	Persons with Potential Health Hazards Related to Family and Personal History and Certain Conditions Influencing Health Status	Allergy status to drug/meds/biol subst	1	0	0	0	0	0
3714	Mortality	Persons with Potential Health Hazards Related to Family and Personal History and Certain Conditions Influencing Health Status	Acquired absence of organs, not elsewhere classified	1	0	0	0	0	0
3715	Mortality	Persons with Potential Health Hazards Related to Family and Personal History and Certain Conditions Influencing Health Status	Personal history of medical treatment	1	0	0	0	0	0
3716	Mortality	Persons with Potential Health Hazards Related to Family and Personal History and Certain Conditions Influencing Health Status	Presence of cardiac and vascular implants and grafts	1	0	0	0	0	0
3717	Mortality	Persons with Potential Health Hazards Related to Family and Personal History and Certain Conditions Influencing Health Status	Presence of other functional implants	1	0	0	0	0	0
3718	Psychiatric	Mental and Behavioural Disorders	Alcohol intake	0	0	0	0	0	0
3719	Psychiatric	Mental and Behavioural Disorders	Ever had known person concerned about, or recommended reduction of alcohol consumption	1	0	1	1	0	1
3720	Psychiatric	Mental and Behavioural Disorders	Frequency of failure to fulfil normal expectations fue to drinking alcohol in last year	1	0	1	0	0	0
3721	Psychiatric	Mental and Behavioural Disorders	Frequency of memory loss due to drinking alcohol in last year	1	0	1	0	0	0
3722	Psychiatric	Mental and Behavioural Disorders	Frequency of feeling guilt or remorse after drinking alcohol in last year	1	0	1	0	0	0
3723	Psychiatric	Mental and Behavioural Disorders	Frequency of needing morning drink of alcohol after heavy drinking session in last year	1	0	1	0	0	0
3724	Psychiatric	Mental and Behavioural Disorders	Frequency of inability to cease drinking in last year	1	0	1	0	0	0
3725	Psychiatric	Mental and Behavioural Disorders	Alcohol intake frequency	0	0	0	0	0	0
3726	Psychiatric	Mental and Behavioural Disorders	Frequency of consuming six or more units of alcohol	1	0	1	0	0	0
3727	Psychiatric	Mental Functions	Ever felt worried, tense, or anxious for most of a month or longer	1	0	0	0	0	0
3728	Psychiatric	Mental Functions	Ever worried more than most people would in similar situation	1	0	0	0	0	0
3729	Psychiatric	Mental and Behavioural Disorders	Age at first episode of depression	1	0	1	0	0	0
3730	Psychiatric	Mental and Behavioural Disorders	Age at last episode of depression	1	0	1	0	0	0
3731	Psychiatric	Mental and Behavioural Disorders	Difficulty concentrating during worst ddepression	1	0	1	0	0	0
3732	Psychiatric	Mental and Behavioural Disorders	Fraction of day affected during worst episode of depression	1	0	1	0	0	0
3733	Psychiatric	Mental and Behavioural Disorders	Thoughts of death during worst depression	1	0	1	0	0	0
3734	Psychiatric	Mental and Behavioural Disorders	Duration of worst depression	1	0	1	0	0	0
3735	Psychiatric	Mental and Behavioural Disorders	Frequency of depressed days during worst episode of depression	1	0	1	0	0	0
3736	Psychiatric	Mental and Behavioural Disorders	Impact of normal roles during worst period of depression	1	0	1	0	0	0
3737	Psychiatric	Mental and Behavioural Disorders	Ever had prolonged loss of interest in normal activities	1	0	1	0	0	0
3738	Psychiatric	Mental and Behavioural Disorders	Lifetime number of depressed periods	1	0	1	0	0	0
3739	Psychiatric	Mental and Behavioural Disorders	Ever had prolonged feelings of sadness or depression	1	0	1	0	0	0
3740	Psychiatric	Mental and Behavioural Disorders	Depression possibly related to stressful or traumatic event	1	0	1	0	0	0
3741	Psychiatric	Mental and Behavioural Disorders	Professional informed about depression	1	0	1	0	0	0
3742	Psychiatric	Mental and Behavioural Disorders	Feelings of tiredness during worst episode of depression	1	0	1	0	0	0
3743	Psychiatric	Mental and Behavioural Disorders	Feelings of worthlessness during worst period of depression	1	0	1	0	0	0
3744	Psychiatric	Mental and Behavioural Disorders	Ever taken cannabis	1	0	1	1	0	1
3745	Psychiatric	Mental Functions	Happiness	0	0	0	0	0	0
3746	Psychiatric	Mental Functions	Happiness with own health	1	0	0	0	0	0
3747	Psychiatric	Mental Functions	Belief that own life is meaningfull	1	0	0	0	0	0
3748	Psychiatric	Mental Functions	Felt loved as child	1	0	0	1	0	0
3749	Psychiatric	Mental Functions	Someone to take to doctor when needed as a child	1	0	0	0	0	0
3750	Psychiatric	Mental Functions	Felt irritable or had angry outbursts in past month	1	0	0	0	0	0
3751	Psychiatric	Mental Functions	Avoided activities or situations because of previous stressful experience in past month	1	0	0	0	0	0
3752	Psychiatric	Mental Functions	Felt distant from other people in past month	1	0	0	0	0	0
3753	Psychiatric	Mental Functions	Repeated disturbing thoughts of stressful experience in past month	1	0	0	0	0	0
3754	Psychiatric	Mental Functions	Felt very upset when reminded of stressful expresince in past month	1	0	0	0	0	0
3755	Psychiatric	Mental Functions	Ever sought or received professional help for mental distress	1	0	0	0	0	0
3756	Psychiatric	Mental Functions	Ever suffered mental distress preventing usual activities	1	0	0	0	0	0
3757	Psychiatric	Mental Functions	Ever had period extreme irritability	1	0	0	0	0	0
3758	Psychiatric	Mental Functions	Recent easy annoyance or irritability	1	0	0	0	0	0
3759	Psychiatric	Mental Functions	Reccent feelings or nervousness or anxiety	1	0	0	0	0	0
3760	Psychiatric	Mental and Behavioural Disorders	Recent feelings of inadequacy	1	0	1	0	0	0
3761	Psychiatric	Mental and Behavioural Disorders	Recent trouble concentrating on things	1	0	1	0	0	0
3762	Psychiatric	Mental Functions	Recent inability to stop or control worying	1	0	0	0	0	0
3763	Psychiatric	Mental and Behavioural Disorders	Recent feelings of depression	1	0	1	0	0	0
3764	Psychiatric	Mental and Behavioural Disorders	Recent poor appetite or overeting	1	0	1	0	0	0
3765	Psychiatric	Mental Functions	Recent feelings of foreboding	1	0	0	0	0	0
3766	Psychiatric	Mental and Behavioural Disorders	Recent thoughts of suicide or self-harm	1	0	1	0	0	0
3767	Psychiatric	Mental and Behavioural Disorders	Recent lack of interenst of pleasure in doing things	1	0	1	0	0	0
3768	Psychiatric	Mental Functions	Recent trouble relaxing	1	0	0	0	0	0
3769	Psychiatric	Mental Functions	Recent restlessness	1	0	0	0	0	0
3770	Psychiatric	Mental and Behavioural Disorders	Trouble falling or staying asleep. or sleeping too much	1	0	1	0	0	0
3771	Psychiatric	Mental and Behavioural Disorders	Recent changes in speed/amount of moving or speaking	1	0	1	1	0	0
3772	Psychiatric	Mental and Behavioural Disorders	Recent feelings of tiredness or low enery	1	0	1	0	0	1
3773	Psychiatric	Mental Functions	Recent worrying too much about different things	1	0	0	0	0	0
3774	Psychiatric	Mental Functions	Been in aconfiding relationship as an adult	1	0	0	0	0	0
3775	Psychiatric	Mental Functions	Able to pay rent/morgage as an adult	1	0	0	0	0	0
3776	Psychiatric	Mental Functions	Been in serious accident believed to be life-threatening	1	0	0	0	0	0
3777	Psychiatric	Mental Functions	Diagnosed with life-threatening illness	1	0	0	0	0	0
3778	Psychiatric	Mental Functions	Victim of physically violent crime	1	0	0	0	0	0
3779	Psychiatric	Mental Functions	Witnessed sudden violent death	1	0	0	1	0	0
3780	Psychiatric	Mental and Behavioural Disorders	Did your sleep change?	1	0	1	0	0	0
3781	Psychiatric	Mental and Behavioural Disorders	Trouble falling asleep	1	0	1	0	0	0
3782	Psychiatric	Mental and Behavioural Disorders	Sleeping too much	1	0	1	0	0	0
3783	Psychiatric	Mental and Behavioural Disorders	Waking too early	1	0	1	0	0	0
3784	Psychiatric	Mental and Behavioural Disorders	Weight change during worst episode of depression	1	0	1	0	0	0
3785	Cognitive	Mental Functions	Intelligence	1	0	0	0	0	0
